,Animal Name,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Superorder,Suborder,Infraorder,Family,Superfamily,Subfamily,Genus,Subgenus,Tribe,Clade
398,Eastern Grey Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,,,
399,Red-rumped Agouti,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Dasyproctidae,,,Dasyprocta,,,
400,Feathertail Glider,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,Phalangerida,,Acrobatidae,,,Acrobates,,,
401,Harp Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Pagophilus,,,Pinnipedia
402,Capybara,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Caviidae,,,Hydrochoerus,,,
403,Black Rhinoceros,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Rhinocerotidae,,,Diceros,,,
404,Amazonian Manatee,Animalia,Chordata,Vertebrata,Mammalia,,,Sirenia,,,,Trichechidae,,,Trichechus,,,
405,Northern Flying Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Glaucomys,,Pteromyini,
406,Squirrel Glider,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Petauridae,,,Petaurus,,,
407,Gray Mouse Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Cheirogaleidae,,,Microcebus,,,
408,Pygmy Tarsier,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Tarsiidae,,,Tarsius,,,
409,Common Squirrel Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Cebidae,,,Saimiri,,,
410,Koala,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Phascolarctidae,,,Phascolarctos,,,
411,Amerian Pika,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Ochotonidae,,,Ochotona,,,
412,Tayra,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Eira,,,
413,Little Red Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
414,Giant Kangaroo Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Heteromyidae,,,Dipodomys,,,
415,Silky Sifaka,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Indriidae,,,Propithecus,,,
416,Marbled Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Pardofelis,,,
417,Harbour Porpoise,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Phocoenidae,,,Phocoena,,,
418,Giant Anteater,Animalia,Chordata,Vertebrata,Mammalia,,,Pilosa,,,,Myrmecophagidae,,,Myrmecophaga,,,
419,Australian Sea Lion,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Neophoca,,,Pinnipedia
420,Musky Rat-Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,Macropodiformes,,Hypsiprymnodontidae,,,Hypsiprymnodon,,,
421,Long-Nosed Potoroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Potoroidae,,,Potorous,,,
422,Salt Marsh Harvest Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,Neotominae,Reithrodontomys,,,
423,Bonnet Macaque,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
424,Brush-Tailed Phascogale,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Phascogale,,,
425,Mongoose Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
426,Raccoon Dog,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Nyctereutes,,,
427,Atlantic Spotted Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Stenella,,,
428,Australian Snubfin Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Orcaella,,,
429,Southern Tamandua,Animalia,Chordata,Vertebrata,Mammalia,,,Pilosa,,,,Myrmecophagidae,,,Tamandua,,,
430,Nine-Banded Armadillo,Animalia,Chordata,Vertebrata,Mammalia,,,Cingulata,,,,Dasypodidae,,,Dasypus,,,
431,Moose,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Alces,,,
432,Spotted-Necked Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Hydrictis,,,
433,Southern Hairy-Nosed Wombat,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Vombatidae,,,Lasiorhinus,,,
434,Fat Sand Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,Gerbillinae,Psammomys,,,
435,Brown Fur Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Arctocephalus,,,Pinnipedia
436,Harbor Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Phoca,,,Pinnipedia
437,Indian Porcupine,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Hystricidae,,,Hystrix,,,
438,Asian Palm Civet,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,,,Viverridae,,,Paradoxurus,,,
439,Crabeater Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Lobodon,,,Pinnipedia
440,Beluga Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Monodontidae,,,Delphinapterus,,,
441,Western Pygmy Possum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Burramyidae,,,Cercartetus,,,
442,Black-and-White Ruffed Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Varecia,,,
443,Grey-Headed Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
444,American Bison,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bison,,Bovini,
445,Yellow-Bellied Glider,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Petauridae,,,Petaurus,,,
446,Matschie's Tree-Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Dendrolagus,,,
447,Golden-Mantled Tree-Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Dendrolagus,,,
448,Black Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Rattus,,,
449,Common Chimpanzee,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hominidae,,,Pan,,,
450,Baird's Tapir,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Tapiridae,,,Tapirus,,,
451,Dusky Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Lagenorhynchus,,,
452,Gelada,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Theropithecus,,Papionini,
453,Pronghorn,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Antilocapridae,,Antilocaprinae,,,Antilocaprini,
454,European Hamster,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,Cricetinae,Cricetus,,,
455,Groundhog,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Marmota,,,
456,Greater Bilby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupial,Peramelemorphia,,,,Thylacomyidae,,,Macrotis,,,
457,Dama Gazelle,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Nanger,,,
458,Vervet Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Chlorocebus,,,
459,Barbary Macaque,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
460,Dorcas Gazelle,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
461,Blue Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
462,Dibbler,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Parantechinus,,Dasyurini,
463,Toque Macaque,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
464,White-Fronted Capuchin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Cebidae,,,Cebus,,,
465,Nabarlek,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Petrogale,,,
466,Silvery Gibbon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hylobatidae,,,Hylobates,,,
467,Blue Wildebeest,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Connochaetes,,,
468,Swift Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Vulpes,,,
469,Red-Legged Pademelon,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Thylogale,,,
470,California Sea Lion,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Zalophus,,,Pinnipedia
471,Elephant Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Mirounga,,Miroungini,Pinnipedia
472,Black Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
473,Gee's Golden Langur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Trachypithecus,,,
474,South American Sea Lion,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Otaria,,,Pinnipedia
475,Diademed Sifaka,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Indriidae,,,Propithecus,,,
476,Eastern Gorilla,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hominidae,,,Gorilla,,,
477,Pacific White-Sided Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Lagenorhynchus,,,
478,Small Indian Civet,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,,,Viverridae,,,Viverricula,,,
479,Ross Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Ommatophoca,,,Pinnipedia
480,Crowned Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
481,Amazon River Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Iniidae,,,Inia,,,
482,Pygmy Marmoset,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Cebuella,,,
483,Indian Wolf,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Canis,,,
484,Gray Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Halichoerus,,,Pinnipedia
485,African Forest Elephant,Animalia,Chordata,Vertebrata,Mammalia,,,Proboscidea,,,,Elephantidae,,,Loxodonta,,,
486,Mountain Tapir,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Tapiridae,,,Tapirus,,,
487,Common Marmoset,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Callithrix,,,
488,Black-Tailed Prairie Dog,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Cynomys,,,
489,Steller Sea Lion,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Eumetopias,,,Pinnipedia
490,Idaho Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Urocitellus,,,
491,Killer Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Orcinus,,,
492,Golden Bandicoot,Animalia,Chordata,Vertebrata,Mammalia,,Marsupial,Peramelemorphia,,,,Peramelidae,,,Isoodon,,,
493,White-Cheeked Gibbon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hylobatidae,,,Nomascus,,,
494,Mountain Beaver,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Aplodontiidae,,,Aplodontia,,,
495,Dwarf Sperm Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Kogiidae,,,Kogia,,,
496,Mahogany Glider,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Petauridae,,,Petaurus,,,
497,Uinta Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Neotamias,,,
498,Impala,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Aepycerotinae,Aepyceros,,,
499,Parma Wallaby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,,,
500,South American Fur Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Arctocephalus,,,Pinnipedia
501,Atlantic White-Sided Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Lagenorhynchus,,,
502,Field Vole,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Microtus,,,
503,Chacoan Peccary,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Tayassuidae,,,Catagonus,,,
504,American  Beaver,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Castoridae,,,Castor,,,
505,Takin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Budorcas,,,
506,Tucuxi,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Sotalia,,,
507,Black Jackrabbit,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Leporidae,,,Lepus,,,
508,Long-Nosed Bandicoot,Animalia,Chordata,Vertebrata,Mammalia,,Marsupial,Peramelemorphia,,,,Peramelidae,,,Perameles,,,
509,Pantropical Spotted Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Stenella,,,
510,Mantled Guereza,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Colobus,,,
511,Yellow-Footed Rock-Wallaby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Petrogale,,,
512,Sei Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenopteridae,,,Balaenoptera,,,
513,Hispid Cotton Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Sigmodon,,,
514,Woolly Flying Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Eupetaurus,,Pteromyini,
515,Prairie Vole,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Microtus,Pedomys,,
516,Northern Fur Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Callorhinus,,,Pinnipedia
517,Indri,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Indriidae,,,Indri,,,
518,Spectral Tarsier,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Tarsiidae,,,Tarsius,,,
519,Long-Beaked Common Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Delphinus,,,
520,Bearded Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Erignathus,,,Pinnipedia
521,Red Ruffed Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Varecia,,,
522,Galápagos Fur Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Arctocephalus,,,Pinnipedia
523,Celebes Crested Macaque,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
524,False Killer Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Pseudorca,,,
525,Ringed Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Pusa,,,Pinnipedia
526,Verreaux's Sifaka,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Indriidae,,,Propithecus,,,
527,Antarctic Fur Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Arctocephalus,,,Pinnipedia
528,Mohave Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,Xerinae,Xerospermophilus,,Marmotini,
529,Bennett's Tree-Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Dendrolagus,,,
530,European Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Lutra,,,
531,Black-Capped Capuchin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Cebidae,,,Sapajus,,,
532,Fin Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenopteridae,,,Balaenoptera,,,
533,Brown Mouse Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Cheirogaleidae,,,Microcebus,,,
534,Eastern Bettong,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Potoroidae,,,Bettongia,,,
535,Common Wombat,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Vombatidae,,,Vombatus,,,
536,Thinhorn Sheep,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Ovis,,,
537,Marsupial Mole,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Notoryctemorphia,Australidelphia,,,Notoryctidae,,,Notoryctes,,,
538,Tasmanian Pademelon,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Thylogale,,,
539,Red-Tailed Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Sciurus,,,
540,Humpback Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenopteridae,,,Megaptera,,,
541,Julia Creek Dunnart,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Sminthopsis,,,
542,White-Beaked Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Lagenorhynchus,,,
543,Patas Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Erythrocebus,,Cercopithecini,
544,Degu,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Octodontidae,,,Octodon,,,
545,Northern Bottlenose Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Hyperoodon,,,
546,Lowland Anoa,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bubalus,,,
547,Baird's Beaked Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Ziphiidae,,Berardiinae,Berardius,,,
548,Eastern Pygmy Possum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Burramyidae,,,Cercartetus,,,
549,Gray Slender Loris,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lorisidae,,,Loris,,,
550,Coquerel's Sifaka,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Indriidae,,,Propithecus,,,
551,Geoffroy's Spider Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,Atelinae,Ateles,,,
552,North Atlantic Right Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenidae,,,Eubalaena,,,
553,Utah Prairie Dog,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Cynomys,,,
554,Hooded Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Cystophora,,,Pinnipedia
555,Marbled Polecat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Vormela,,,
556,Red Slender Loris,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lorisidae,,,Loris,,,
557,Tamaraw,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bubalus,,,
558,Large Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
559,Chinkara,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
560,Common Warthog,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Suidae,,,Phacochoerus,,,
561,Gayal,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bos,,,
562,Potto,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lorisidae,,Perodicticinae,Perodicticus,,,
563,Domestic Sheep,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Ovis,,,
564,Collared Peccary,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Tayassuidae,,,Pecari,,,
565,Corsac Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Vulpes,,,
566,Cuvier's Gazelle,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
567,West Indian Manatee,Animalia,Chordata,Vertebrata,Mammalia,,,Sirenia,,,,Trichechidae,,,Trichechus,,,
568,Striped Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Xerus,Euxerus,,
569,Etruscan Shrew,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Soricidae,,,Suncus,,,
570,Yellow-Necked Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,Murinae,Apodemus,,,
571,Collared Mangabey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Cercocebus,,,
572,Rock Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Otospermophilus,,,
573,Bushy-Tailed Opossum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Didelphimorphia,,,,Didelphidae,,Glironiinae,Glironia,,,
574,Cape Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Xerus,,,
575,Bridled Nail-Tail Wallaby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Onychogalea,,,
576,Bushpig,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Suidae,,,Potamochoerus,,,
577,François' Langur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Trachypithecus,,,
578,Screaming Hairy Armadillo,Animalia,Chordata,Vertebrata,Mammalia,,,Cingulata,,,,Chlamyphoridae,,,Chaetophractus,,,
579,Banded Hare-Wallaby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,Lagostrophinae,Lagostrophus,,,
580,Sloth Bear,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Ursidae,,Ursinae,Melursus,,,
581,Richardson's Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Urocitellus,,,
582,Yellow-Throated Marten,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Martes,,,
583,Southern Right Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenidae,,,Eubalaena,,,
584,Kit Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Vulpes,,,
585,Bornean Bearded Pig,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Suidae,,,Sus,,,
586,Shark Bay Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Pseudomys,,,
587,Bushbuck,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Tragelaphus,,,
588,Red-Fronted Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
589,Antarctic Minke Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenopteridae,,,Balaenoptera,,,
590,Silvery Marmoset,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Mico,,,
591,Sperm Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Physeteridae,,,Physeter,,,
592,Marsh Deer,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Blastocerus,,,
